Country,Indicator,Measure Names,Year,Measure Values
Russian Federation,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.060885753
Russian Federation,Government Effectiveness,Number of Sources,2018,8
Rwanda,Government Effectiveness,Standard Error,2018,0.189324141
Rwanda,Government Effectiveness,Percentile Rank,2018,62.01922989
Rwanda,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.20680891
Rwanda,Government Effectiveness,Number of Sources,2018,10
Samoa,Government Effectiveness,Standard Error,2018,0.349104464
Samoa,Government Effectiveness,Percentile Rank,2018,73.55769348
Samoa,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.590758741
Samoa,Government Effectiveness,Number of Sources,2018,3
San Marino,Government Effectiveness,Standard Error,2018,
San Marino,Government Effectiveness,Percentile Rank,2018,
San Marino,Government Effectiveness,Governance (-2.5 to +2.5),2018,
San Marino,Government Effectiveness,Number of Sources,2018,
São Tomé and Principe,Government Effectiveness,Standard Error,2018,0.221241668
São Tomé and Principe,Government Effectiveness,Percentile Rank,2018,26.44230843
São Tomé and Principe,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.639390349
São Tomé and Principe,Government Effectiveness,Number of Sources,2018,7
Saudi Arabia,Government Effectiveness,Standard Error,2018,0.213245273
Saudi Arabia,Government Effectiveness,Percentile Rank,2018,64.90384674
Saudi Arabia,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.323498219
Saudi Arabia,Government Effectiveness,Number of Sources,2018,8
Senegal,Government Effectiveness,Standard Error,2018,0.180598751
Senegal,Government Effectiveness,Percentile Rank,2018,42.30769348
Senegal,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.26781556
Senegal,Government Effectiveness,Number of Sources,2018,12
Serbia,Government Effectiveness,Standard Error,2018,0.227570012
Serbia,Government Effectiveness,Percentile Rank,2018,56.73077011
Serbia,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.111619763
Serbia,Government Effectiveness,Number of Sources,2018,7
Seychelles,Government Effectiveness,Standard Error,2018,0.206231818
Seychelles,Government Effectiveness,Percentile Rank,2018,71.15384674
Seychelles,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.50228399
Seychelles,Government Effectiveness,Number of Sources,2018,7
Sierra Leone,Government Effectiveness,Standard Error,2018,0.187464803
Sierra Leone,Government Effectiveness,Percentile Rank,2018,11.53846169
Sierra Leone,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.142947793
Sierra Leone,Government Effectiveness,Number of Sources,2018,11
Singapore,Government Effectiveness,Standard Error,2018,0.213245273
Singapore,Government Effectiveness,Percentile Rank,2018,100
Singapore,Government Effectiveness,Governance (-2.5 to +2.5),2018,2.2314744
Singapore,Government Effectiveness,Number of Sources,2018,8
Slovak Republic,Government Effectiveness,Standard Error,2018,0.213245273
Slovak Republic,Government Effectiveness,Percentile Rank,2018,75.4807663
Slovak Republic,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.707461536
Slovak Republic,Government Effectiveness,Number of Sources,2018,8
Slovenia,Government Effectiveness,Standard Error,2018,0.213245273
Slovenia,Government Effectiveness,Percentile Rank,2018,83.17308044
Slovenia,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.125805974
Slovenia,Government Effectiveness,Number of Sources,2018,8
Solomon Islands,Government Effectiveness,Standard Error,2018,0.349104464
Solomon Islands,Government Effectiveness,Percentile Rank,2018,13.46153832
Solomon Islands,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.054240704
Solomon Islands,Government Effectiveness,Number of Sources,2018,3
Somalia,Government Effectiveness,Standard Error,2018,0.193653598
Somalia,Government Effectiveness,Percentile Rank,2018,0.961538434
Somalia,Government Effectiveness,Governance (-2.5 to +2.5),2018,-2.191029787
Somalia,Government Effectiveness,Number of Sources,2018,9
South Africa,Government Effectiveness,Standard Error,2018,0.173184544
South Africa,Government Effectiveness,Percentile Rank,2018,66.34615326
South Africa,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.340378612
South Africa,Government Effectiveness,Number of Sources,2018,13
South Sudan,Government Effectiveness,Standard Error,2018,0.221394613
South Sudan,Government Effectiveness,Percentile Rank,2018,0
South Sudan,Government Effectiveness,Governance (-2.5 to +2.5),2018,-2.449409246
South Sudan,Government Effectiveness,Number of Sources,2018,8
Spain,Government Effectiveness,Standard Error,2018,0.222144589
Spain,Government Effectiveness,Percentile Rank,2018,79.32691956
Spain,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.002135754
Spain,Government Effectiveness,Number of Sources,2018,7
Sri Lanka,Government Effectiveness,Standard Error,2018,0.208405986
Sri Lanka,Government Effectiveness,Percentile Rank,2018,45.19230652
Sri Lanka,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.235379338
Sri Lanka,Government Effectiveness,Number of Sources,2018,8
St. Kitts and Nevis,Government Effectiveness,Standard Error,2018,0.458574533
St. Kitts and Nevis,Government Effectiveness,Percentile Rank,2018,72.59615326
St. Kitts and Nevis,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.551414788
St. Kitts and Nevis,Government Effectiveness,Number of Sources,2018,1
St. Lucia,Government Effectiveness,Standard Error,2018,0.349317253
St. Lucia,Government Effectiveness,Percentile Rank,2018,61.53845978
St. Lucia,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.195670322
St. Lucia,Government Effectiveness,Number of Sources,2018,2
St. Vincent and the Grenadines,Government Effectiveness,Standard Error,2018,0.349317253
St. Vincent and the Grenadines,Government Effectiveness,Percentile Rank,2018,61.53845978
St. Vincent and the Grenadines,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.195670322
St. Vincent and the Grenadines,Government Effectiveness,Number of Sources,2018,2
Sudan,Government Effectiveness,Standard Error,2018,0.192339197
Sudan,Government Effectiveness,Percentile Rank,2018,4.326922894
Sudan,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.619856596
Sudan,Government Effectiveness,Number of Sources,2018,10
Suriname,Government Effectiveness,Standard Error,2018,0.291738719
Suriname,Government Effectiveness,Percentile Rank,2018,25.48077011
Suriname,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.655303657
Suriname,Government Effectiveness,Number of Sources,2018,3
Swaziland,Government Effectiveness,Standard Error,2018,0.217393309
Swaziland,Government Effectiveness,Percentile Rank,2018,25
Swaziland,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.659946799
Swaziland,Government Effectiveness,Number of Sources,2018,7
Sweden,Government Effectiveness,Standard Error,2018,0.222144589
Sweden,Government Effectiveness,Percentile Rank,2018,96.15384674
Sweden,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.830975056
Sweden,Government Effectiveness,Number of Sources,2018,7
Switzerland,Government Effectiveness,Standard Error,2018,0.222144589
Switzerland,Government Effectiveness,Percentile Rank,2018,99.5192337
Switzerland,Government Effectiveness,Governance (-2.5 to +2.5),2018,2.039620876
Switzerland,Government Effectiveness,Number of Sources,2018,7
Syrian Arab Republic,Government Effectiveness,Standard Error,2018,0.272408307
Syrian Arab Republic,Government Effectiveness,Percentile Rank,2018,3.365384579
Syrian Arab Republic,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.671169043
Syrian Arab Republic,Government Effectiveness,Number of Sources,2018,4
"Taiwan, China",Government Effectiveness,Standard Error,2018,0.213245273
"Taiwan, China",Government Effectiveness,Percentile Rank,2018,88.46154022
"Taiwan, China",Government Effectiveness,Governance (-2.5 to +2.5),2018,1.362331152
"Taiwan, China",Government Effectiveness,Number of Sources,2018,8
Tajikistan,Government Effectiveness,Standard Error,2018,0.238051087
Tajikistan,Government Effectiveness,Percentile Rank,2018,12.01923084
Tajikistan,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.097703934
Tajikistan,Government Effectiveness,Number of Sources,2018,8
Tanzania,Government Effectiveness,Standard Error,2018,0.180598751
Tanzania,Government Effectiveness,Percentile Rank,2018,21.15384674
Tanzania,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.756265819
Tanzania,Government Effectiveness,Number of Sources,2018,12
Thailand,Government Effectiveness,Standard Error,2018,0.198299184
Thailand,Government Effectiveness,Percentile Rank,2018,66.82691956
Thailand,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.349959552
Thailand,Government Effectiveness,Number of Sources,2018,9
Timor-Leste,Government Effectiveness,Standard Error,2018,0.264850825
Timor-Leste,Government Effectiveness,Percentile Rank,2018,15.86538506
Timor-Leste,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.982607365
Timor-Leste,Government Effectiveness,Number of Sources,2018,5
Togo,Government Effectiveness,Standard Error,2018,0.190738514
Togo,Government Effectiveness,Percentile Rank,2018,12.98076916
Togo,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.057791114
Togo,Government Effectiveness,Number of Sources,2018,11
Tonga,Government Effectiveness,Standard Error,2018,0.334536105
Tonga,Government Effectiveness,Percentile Rank,2018,58.65384674
Tonga,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.139354825
Tonga,Government Effectiveness,Number of Sources,2018,4
Trinidad and Tobago,Government Effectiveness,Standard Error,2018,0.223111048
Trinidad and Tobago,Government Effectiveness,Percentile Rank,2018,60.57692337
Trinidad and Tobago,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.190237924
Trinidad and Tobago,Government Effectiveness,Number of Sources,2018,6
Tunisia,Government Effectiveness,Standard Error,2018,0.180598751
Tunisia,Government Effectiveness,Percentile Rank,2018,48.55769348
Tunisia,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.105261788
Tunisia,Government Effectiveness,Number of Sources,2018,12
Turkey,Government Effectiveness,Standard Error,2018,0.208569989
Turkey,Government Effectiveness,Percentile Rank,2018,53.84615326
Turkey,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.006096762
Turkey,Government Effectiveness,Number of Sources,2018,9
Turkmenistan,Government Effectiveness,Standard Error,2018,0.297987401
Turkmenistan,Government Effectiveness,Percentile Rank,2018,14.42307663
Turkmenistan,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.044101954
Turkmenistan,Government Effectiveness,Number of Sources,2018,4
Tuvalu,Government Effectiveness,Standard Error,2018,0.349104464
Tuvalu,Government Effectiveness,Percentile Rank,2018,23.07692337
Tuvalu,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.693651795
Tuvalu,Government Effectiveness,Number of Sources,2018,3
Uganda,Government Effectiveness,Standard Error,2018,0.180598751
Uganda,Government Effectiveness,Percentile Rank,2018,29.80769157
Uganda,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.606039941
Uganda,Government Effectiveness,Number of Sources,2018,12
Ukraine,Government Effectiveness,Standard Error,2018,0.198299184
Ukraine,Government Effectiveness,Percentile Rank,2018,38.46154022
Ukraine,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.415219933
Ukraine,Government Effectiveness,Number of Sources,2018,9
United Arab Emirates,Government Effectiveness,Standard Error,2018,0.213245273
United Arab Emirates,Government Effectiveness,Percentile Rank,2018,90.38461304
United Arab Emirates,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.431290984
United Arab Emirates,Government Effectiveness,Number of Sources,2018,8
United Kingdom,Government Effectiveness,Standard Error,2018,0.222144589
United Kingdom,Government Effectiveness,Percentile Rank,2018,87.9807663
United Kingdom,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.341883779
United Kingdom,Government Effectiveness,Number of Sources,2018,7
United States,Government Effectiveness,Standard Error,2018,0.222144589
United States,Government Effectiveness,Percentile Rank,2018,92.30769348
United States,Government Effectiveness,Governance (-2.5 to +2.5),2018,1.576998353
United States,Government Effectiveness,Number of Sources,2018,7
Uruguay,Government Effectiveness,Standard Error,2018,0.191959038
Uruguay,Government Effectiveness,Percentile Rank,2018,73.07691956
Uruguay,Government Effectiveness,Governance (-2.5 to +2.5),2018,0.558214784
Uruguay,Government Effectiveness,Number of Sources,2018,10
Uzbekistan,Government Effectiveness,Standard Error,2018,0.238051087
Uzbekistan,Government Effectiveness,Percentile Rank,2018,33.65384674
Uzbekistan,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.547082782
Uzbekistan,Government Effectiveness,Number of Sources,2018,8
Vanuatu,Government Effectiveness,Standard Error,2018,0.334536105
Vanuatu,Government Effectiveness,Percentile Rank,2018,34.61538315
Vanuatu,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.491711676
Vanuatu,Government Effectiveness,Number of Sources,2018,4
"Venezuela, RB",Government Effectiveness,Standard Error,2018,0.194699287
"Venezuela, RB",Government Effectiveness,Percentile Rank,2018,4.807692528
"Venezuela, RB",Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.581517458
"Venezuela, RB",Government Effectiveness,Number of Sources,2018,10
Vietnam,Government Effectiveness,Standard Error,2018,0.206374124
Vietnam,Government Effectiveness,Percentile Rank,2018,53.36538315
Vietnam,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.00344478
Vietnam,Government Effectiveness,Number of Sources,2018,9
Virgin Islands (U.S.),Government Effectiveness,Standard Error,2018,0.458574533
Virgin Islands (U.S.),Government Effectiveness,Percentile Rank,2018,76.44230652
Virgin Islands (U.S.),Government Effectiveness,Governance (-2.5 to +2.5),2018,0.830126941
Virgin Islands (U.S.),Government Effectiveness,Number of Sources,2018,1
West Bank and Gaza,Government Effectiveness,Standard Error,2018,0.323845893
West Bank and Gaza,Government Effectiveness,Percentile Rank,2018,20.67307663
West Bank and Gaza,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.760890245
West Bank and Gaza,Government Effectiveness,Number of Sources,2018,3
"Yemen, Rep.",Government Effectiveness,Standard Error,2018,0.216804117
"Yemen, Rep.",Government Effectiveness,Percentile Rank,2018,0.480769217
"Yemen, Rep.",Government Effectiveness,Governance (-2.5 to +2.5),2018,-2.244353771
"Yemen, Rep.",Government Effectiveness,Number of Sources,2018,8
Zambia,Government Effectiveness,Standard Error,2018,0.187464803
Zambia,Government Effectiveness,Percentile Rank,2018,33.17307663
Zambia,Government Effectiveness,Governance (-2.5 to +2.5),2018,-0.559209287
Zambia,Government Effectiveness,Number of Sources,2018,11
Zimbabwe,Government Effectiveness,Standard Error,2018,0.180598751
Zimbabwe,Government Effectiveness,Percentile Rank,2018,10.57692337
Zimbabwe,Government Effectiveness,Governance (-2.5 to +2.5),2018,-1.198860049
Zimbabwe,Government Effectiveness,Number of Sources,2018,12
Afghanistan,Regulatory Quality,Standard Error,2018,0.193524659
Afghanistan,Regulatory Quality,Percentile Rank,2018,10.57692337
Afghanistan,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.132633567
Afghanistan,Regulatory Quality,Number of Sources,2018,9
Albania,Regulatory Quality,Standard Error,2018,0.207689598
Albania,Regulatory Quality,Percentile Rank,2018,63.46154022
Albania,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.281710178
Albania,Regulatory Quality,Number of Sources,2018,8
Algeria,Regulatory Quality,Standard Error,2018,0.198480874
Algeria,Regulatory Quality,Percentile Rank,2018,8.17307663
Algeria,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.263751745
Algeria,Regulatory Quality,Number of Sources,2018,8
American Samoa,Regulatory Quality,Standard Error,2018,0.49402681
American Samoa,Regulatory Quality,Percentile Rank,2018,40.86538315
American Samoa,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.285889477
American Samoa,Regulatory Quality,Number of Sources,2018,1
Andorra,Regulatory Quality,Standard Error,2018,0.49402681
Andorra,Regulatory Quality,Percentile Rank,2018,85.09615326
Andorra,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.18792057
Andorra,Regulatory Quality,Number of Sources,2018,1
Angola,Regulatory Quality,Standard Error,2018,0.17800881
Angola,Regulatory Quality,Percentile Rank,2018,12.98076916
Angola,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.999812961
Angola,Regulatory Quality,Number of Sources,2018,9
Anguilla,Regulatory Quality,Standard Error,2018,0.49402681
Anguilla,Regulatory Quality,Percentile Rank,2018,77.40384674
Anguilla,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.819468141
Anguilla,Regulatory Quality,Number of Sources,2018,1
Antigua and Barbuda,Regulatory Quality,Standard Error,2018,0.360859036
Antigua and Barbuda,Regulatory Quality,Percentile Rank,2018,66.82691956
Antigua and Barbuda,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.411548048
Antigua and Barbuda,Regulatory Quality,Number of Sources,2018,2
Argentina,Regulatory Quality,Standard Error,2018,0.175320134
Argentina,Regulatory Quality,Percentile Rank,2018,42.30769348
Argentina,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.243069679
Argentina,Regulatory Quality,Number of Sources,2018,11
Armenia,Regulatory Quality,Standard Error,2018,0.193590552
Armenia,Regulatory Quality,Percentile Rank,2018,62.5
Armenia,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.269255757
Armenia,Regulatory Quality,Number of Sources,2018,9
Aruba,Regulatory Quality,Standard Error,2018,0.364136666
Aruba,Regulatory Quality,Percentile Rank,2018,77.88461304
Aruba,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.85314399
Aruba,Regulatory Quality,Number of Sources,2018,2
Australia,Regulatory Quality,Standard Error,2018,0.222635761
Australia,Regulatory Quality,Percentile Rank,2018,98.07691956
Australia,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.9292835
Australia,Regulatory Quality,Number of Sources,2018,8
Austria,Regulatory Quality,Standard Error,2018,0.222635761
Austria,Regulatory Quality,Percentile Rank,2018,91.34615326
Austria,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.544717431
Austria,Regulatory Quality,Number of Sources,2018,8
Azerbaijan,Regulatory Quality,Standard Error,2018,0.216353625
Azerbaijan,Regulatory Quality,Percentile Rank,2018,37.01922989
Azerbaijan,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.380724192
Azerbaijan,Regulatory Quality,Number of Sources,2018,8
"Bahamas, The",Regulatory Quality,Standard Error,2018,0.248472869
"Bahamas, The",Regulatory Quality,Percentile Rank,2018,61.05769348
"Bahamas, The",Regulatory Quality,Governance (-2.5 to +2.5),2018,0.151107922
"Bahamas, The",Regulatory Quality,Number of Sources,2018,5
Bahrain,Regulatory Quality,Standard Error,2018,0.231288388
Bahrain,Regulatory Quality,Percentile Rank,2018,67.78845978
Bahrain,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.446067482
Bahrain,Regulatory Quality,Number of Sources,2018,6
Bangladesh,Regulatory Quality,Standard Error,2018,0.181770861
Bangladesh,Regulatory Quality,Percentile Rank,2018,19.23077011
Bangladesh,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.826272726
Bangladesh,Regulatory Quality,Number of Sources,2018,11
Barbados,Regulatory Quality,Standard Error,2018,0.271763712
Barbados,Regulatory Quality,Percentile Rank,2018,72.11538696
Barbados,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.540185809
Barbados,Regulatory Quality,Number of Sources,2018,4
Belarus,Regulatory Quality,Standard Error,2018,0.190364063
Belarus,Regulatory Quality,Percentile Rank,2018,25.96153832
Belarus,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.660057783
Belarus,Regulatory Quality,Number of Sources,2018,8
Belgium,Regulatory Quality,Standard Error,2018,0.222635761
Belgium,Regulatory Quality,Percentile Rank,2018,86.05769348
Belgium,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.23386085
Belgium,Regulatory Quality,Number of Sources,2018,8
Belize,Regulatory Quality,Standard Error,2018,0.255634874
Belize,Regulatory Quality,Percentile Rank,2018,26.44230843
Belize,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.659326255
Belize,Regulatory Quality,Number of Sources,2018,5
Benin,Regulatory Quality,Standard Error,2018,0.183159262
Benin,Regulatory Quality,Percentile Rank,2018,38.94230652
Benin,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.339114666
Benin,Regulatory Quality,Number of Sources,2018,9
Bermuda,Regulatory Quality,Standard Error,2018,0.49402681
Bermuda,Regulatory Quality,Percentile Rank,2018,77.40384674
Bermuda,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.819468141
Bermuda,Regulatory Quality,Number of Sources,2018,1
Bhutan,Regulatory Quality,Standard Error,2018,0.22056517
Bhutan,Regulatory Quality,Percentile Rank,2018,39.42307663
Bhutan,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.3346259
Bhutan,Regulatory Quality,Number of Sources,2018,6
Bolivia,Regulatory Quality,Standard Error,2018,0.184561431
Bolivia,Regulatory Quality,Percentile Rank,2018,15.86538506
Bolivia,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.894512534
Bolivia,Regulatory Quality,Number of Sources,2018,9
Bosnia and Herzegovina,Regulatory Quality,Standard Error,2018,0.190320745
Bosnia and Herzegovina,Regulatory Quality,Percentile Rank,2018,45.19230652
Bosnia and Herzegovina,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.206438348
Bosnia and Herzegovina,Regulatory Quality,Number of Sources,2018,9
Botswana,Regulatory Quality,Standard Error,2018,0.16843769
Botswana,Regulatory Quality,Percentile Rank,2018,68.75
Botswana,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.454910964
Botswana,Regulatory Quality,Number of Sources,2018,10
Brazil,Regulatory Quality,Standard Error,2018,0.175320134
Brazil,Regulatory Quality,Percentile Rank,2018,39.90384674
Brazil,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.313274771
Brazil,Regulatory Quality,Number of Sources,2018,11
Brunei Darussalam,Regulatory Quality,Standard Error,2018,0.264223725
Brunei Darussalam,Regulatory Quality,Percentile Rank,2018,74.5192337
Brunei Darussalam,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.685178995
Brunei Darussalam,Regulatory Quality,Number of Sources,2018,6
Bulgaria,Regulatory Quality,Standard Error,2018,0.180271
Bulgaria,Regulatory Quality,Percentile Rank,2018,72.59615326
Bulgaria,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.576580286
Bulgaria,Regulatory Quality,Number of Sources,2018,10
Burkina Faso,Regulatory Quality,Standard Error,2018,0.168692395
Burkina Faso,Regulatory Quality,Percentile Rank,2018,36.05769348
Burkina Faso,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.386324853
Burkina Faso,Regulatory Quality,Number of Sources,2018,10
Burundi,Regulatory Quality,Standard Error,2018,0.183159262
Burundi,Regulatory Quality,Percentile Rank,2018,13.46153832
Burundi,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.982582986
Burundi,Regulatory Quality,Number of Sources,2018,9
Cambodia,Regulatory Quality,Standard Error,2018,0.19031772
Cambodia,Regulatory Quality,Percentile Rank,2018,32.69230652
Cambodia,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.504916787
Cambodia,Regulatory Quality,Number of Sources,2018,10
Cameroon,Regulatory Quality,Standard Error,2018,0.166555613
Cameroon,Regulatory Quality,Percentile Rank,2018,20.19230843
Cameroon,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.799376428
Cameroon,Regulatory Quality,Number of Sources,2018,11
Canada,Regulatory Quality,Standard Error,2018,0.222635761
Canada,Regulatory Quality,Percentile Rank,2018,93.75
Canada,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.66529274
Canada,Regulatory Quality,Number of Sources,2018,8
Cape Verde,Regulatory Quality,Standard Error,2018,0.205280811
Cape Verde,Regulatory Quality,Percentile Rank,2018,43.26922989
Cape Verde,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.241153315
Cape Verde,Regulatory Quality,Number of Sources,2018,7
Cayman Islands,Regulatory Quality,Standard Error,2018,0.364136666
Cayman Islands,Regulatory Quality,Percentile Rank,2018,80.7692337
Cayman Islands,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.978516579
Cayman Islands,Regulatory Quality,Number of Sources,2018,2
Central African Republic,Regulatory Quality,Standard Error,2018,0.186012417
Central African Republic,Regulatory Quality,Percentile Rank,2018,6.730769157
Central African Republic,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.367495418
Central African Republic,Regulatory Quality,Number of Sources,2018,8
Chad,Regulatory Quality,Standard Error,2018,0.183159262
Chad,Regulatory Quality,Percentile Rank,2018,11.53846169
Chad,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.11231339
Chad,Regulatory Quality,Number of Sources,2018,9
Chile,Regulatory Quality,Standard Error,2018,0.180271
Chile,Regulatory Quality,Percentile Rank,2018,88.94230652
Chile,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.343512416
Chile,Regulatory Quality,Number of Sources,2018,10
China,Regulatory Quality,Standard Error,2018,0.175320134
China,Regulatory Quality,Percentile Rank,2018,48.07692337
China,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.135021493
China,Regulatory Quality,Number of Sources,2018,11
Colombia,Regulatory Quality,Standard Error,2018,0.175320134
Colombia,Regulatory Quality,Percentile Rank,2018,65.38461304
Colombia,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.327788085
Colombia,Regulatory Quality,Number of Sources,2018,11
Comoros,Regulatory Quality,Standard Error,2018,0.222609907
Comoros,Regulatory Quality,Percentile Rank,2018,11.05769253
Comoros,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.117264867
Comoros,Regulatory Quality,Number of Sources,2018,6
"Congo, Dem. Rep.",Regulatory Quality,Standard Error,2018,0.177709639
"Congo, Dem. Rep.",Regulatory Quality,Percentile Rank,2018,5.769230843
"Congo, Dem. Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.47403717
"Congo, Dem. Rep.",Regulatory Quality,Number of Sources,2018,9
"Congo, Rep.",Regulatory Quality,Standard Error,2018,0.17800881
"Congo, Rep.",Regulatory Quality,Percentile Rank,2018,7.211538315
"Congo, Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.362082481
"Congo, Rep.",Regulatory Quality,Number of Sources,2018,9
Cook Islands,Regulatory Quality,Standard Error,2018,
Cook Islands,Regulatory Quality,Percentile Rank,2018,
Cook Islands,Regulatory Quality,Governance (-2.5 to +2.5),2018,
Cook Islands,Regulatory Quality,Number of Sources,2018,
Costa Rica,Regulatory Quality,Standard Error,2018,0.207689598
Costa Rica,Regulatory Quality,Percentile Rank,2018,69.2307663
Costa Rica,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.479402989
Costa Rica,Regulatory Quality,Number of Sources,2018,8
Côte d'Ivoire,Regulatory Quality,Standard Error,2018,0.168692395
Côte d'Ivoire,Regulatory Quality,Percentile Rank,2018,46.15384674
Côte d'Ivoire,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.190727651
Côte d'Ivoire,Regulatory Quality,Number of Sources,2018,10
Croatia,Regulatory Quality,Standard Error,2018,0.180271
Croatia,Regulatory Quality,Percentile Rank,2018,68.2692337
Croatia,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.447346807
Croatia,Regulatory Quality,Number of Sources,2018,10
Cuba,Regulatory Quality,Standard Error,2018,0.221100286
Cuba,Regulatory Quality,Percentile Rank,2018,6.25
Cuba,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.455964804
Cuba,Regulatory Quality,Number of Sources,2018,7
Cyprus,Regulatory Quality,Standard Error,2018,0.245493606
Cyprus,Regulatory Quality,Percentile Rank,2018,81.25
Cyprus,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.017323494
Cyprus,Regulatory Quality,Number of Sources,2018,7
Czech Republic,Regulatory Quality,Standard Error,2018,0.198215723
Czech Republic,Regulatory Quality,Percentile Rank,2018,87.0192337
Czech Republic,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.261501074
Czech Republic,Regulatory Quality,Number of Sources,2018,9
Denmark,Regulatory Quality,Standard Error,2018,0.222635761
Denmark,Regulatory Quality,Percentile Rank,2018,94.2307663
